year,country,meat_type,unit,quantity
2007,Germany (until 1990 former territory of the FRG),Adult cattle,Thousand tonnes,1145.3
2007,Germany (until 1990 former territory of the FRG),Adult cattle,Thousand head (animals),3400.99
2007,Estonia,Bovine meat,Thousand tonnes,14.7
2007,Estonia,Bovine meat,Thousand head (animals),70.77
2007,Estonia,Calve and young cattley,Thousand tonnes,0.64
2007,Estonia,Calve and young cattley,Thousand head (animals),12.16
2007,Estonia,Calve,Thousand tonnes,0
2007,Estonia,Calve,Thousand head (animals),0
2007,Estonia,Young cattle,Thousand tonnes,0
2007,Estonia,Young cattle,Thousand head (animals),0
2007,Estonia,Adult cattle,Thousand tonnes,14.05
2007,Estonia,Adult cattle,Thousand head (animals),58.61
2007,Ireland,Bovine meat,Thousand tonnes,580.8
2007,Ireland,Bovine meat,Thousand head (animals),1770.6
2007,Ireland,Calve and young cattley,Thousand tonnes,0
2007,Ireland,Calve and young cattley,Thousand head (animals),0
2007,Ireland,Calve,Thousand tonnes,0
2007,Ireland,Calve,Thousand head (animals),0
2007,Ireland,Young cattle,Thousand tonnes,0
2007,Ireland,Young cattle,Thousand head (animals),0
2007,Ireland,Adult cattle,Thousand tonnes,580.8
2007,Ireland,Adult cattle,Thousand head (animals),1770.6
2007,Greece,Bovine meat,Thousand tonnes,57.69
2007,Greece,Bovine meat,Thousand head (animals),264.38
2007,Greece,Calve and young cattley,Thousand tonnes,14.95
2007,Greece,Calve and young cattley,Thousand head (animals),97.81
2007,Greece,Calve,Thousand tonnes,0
2007,Greece,Calve,Thousand head (animals),0
2007,Greece,Young cattle,Thousand tonnes,0
2007,Greece,Young cattle,Thousand head (animals),0
2007,Greece,Adult cattle,Thousand tonnes,42.75
2007,Greece,Adult cattle,Thousand head (animals),166.56
2007,Spain,Bovine meat,Thousand tonnes,643.17
2007,Spain,Bovine meat,Thousand head (animals),2427.99
2007,Spain,Calve and young cattley,Thousand tonnes,28.77
2007,Spain,Calve and young cattley,Thousand head (animals),182.94
2007,Spain,Calve,Thousand tonnes,0
2007,Spain,Calve,Thousand head (animals),0
2007,Spain,Young cattle,Thousand tonnes,0
2007,Spain,Young cattle,Thousand head (animals),0
2007,Spain,Adult cattle,Thousand tonnes,614.4
2007,Spain,Adult cattle,Thousand head (animals),2245.04
2007,France,Bovine meat,Thousand tonnes,1531.82
2007,France,Bovine meat,Thousand head (animals),5082.83
2007,France,Calve and young cattley,Thousand tonnes,219.37
2007,France,Calve and young cattley,Thousand head (animals),1605.7
2007,France,Calve,Thousand tonnes,0
2007,France,Calve,Thousand head (animals),0
2007,France,Young cattle,Thousand tonnes,0
2007,France,Young cattle,Thousand head (animals),0
2007,France,Adult cattle,Thousand tonnes,1312.45
2007,France,Adult cattle,Thousand head (animals),3477.13
2007,Croatia,Bovine meat,Thousand tonnes,54.76
2007,Croatia,Bovine meat,Thousand head (animals),330.54
2007,Croatia,Calve and young cattley,Thousand tonnes,9.5
2007,Croatia,Calve and young cattley,Thousand head (animals),168.1
2007,Croatia,Calve,Thousand tonnes,0
2007,Croatia,Calve,Thousand head (animals),0
2007,Croatia,Young cattle,Thousand tonnes,0
2007,Croatia,Young cattle,Thousand head (animals),0
2007,Croatia,Adult cattle,Thousand tonnes,45.26
2007,Croatia,Adult cattle,Thousand head (animals),162.43
2007,Italy,Bovine meat,Thousand tonnes,1126.65
2007,Italy,Bovine meat,Thousand head (animals),3997.44
2007,Italy,Calve and young cattley,Thousand tonnes,128.66
2007,Italy,Calve and young cattley,Thousand head (animals),878.31
2007,Italy,Calve,Thousand tonnes,0
2007,Italy,Calve,Thousand head (animals),0
2007,Italy,Young cattle,Thousand tonnes,0
2007,Italy,Young cattle,Thousand head (animals),0
2007,Italy,Adult cattle,Thousand tonnes,997.99
2007,Italy,Adult cattle,Thousand head (animals),3119.13
2007,Cyprus,Bovine meat,Thousand tonnes,3.92
2007,Cyprus,Bovine meat,Thousand head (animals),17.35
2007,Cyprus,Calve and young cattley,Thousand tonnes,0
2007,Cyprus,Calve and young cattley,Thousand head (animals),0
2007,Cyprus,Calve,Thousand tonnes,0
2007,Cyprus,Calve,Thousand head (animals),0
2007,Cyprus,Young cattle,Thousand tonnes,0
2007,Cyprus,Young cattle,Thousand head (animals),0
2007,Cyprus,Adult cattle,Thousand tonnes,3.92
2007,Cyprus,Adult cattle,Thousand head (animals),17.35
2007,Latvia,Bovine meat,Thousand tonnes,22.76
2007,Latvia,Bovine meat,Thousand head (animals),119.58
2007,Latvia,Calve and young cattley,Thousand tonnes,2.01
2007,Latvia,Calve and young cattley,Thousand head (animals),23.72
2007,Latvia,Calve,Thousand tonnes,0
2007,Latvia,Calve,Thousand head (animals),0
2007,Latvia,Young cattle,Thousand tonnes,0
2007,Latvia,Young cattle,Thousand head (animals),0
2007,Latvia,Adult cattle,Thousand tonnes,20.74
2007,Latvia,Adult cattle,Thousand head (animals),95.86
2007,Lithuania,Bovine meat,Thousand tonnes,55.98
2007,Lithuania,Bovine meat,Thousand head (animals),252.43
2007,Lithuania,Calve and young cattley,Thousand tonnes,0.68
2007,Lithuania,Calve and young cattley,Thousand head (animals),16.89
2007,Lithuania,Calve,Thousand tonnes,0
2007,Lithuania,Calve,Thousand head (animals),0
2007,Lithuania,Young cattle,Thousand tonnes,0
2007,Lithuania,Young cattle,Thousand head (animals),0
2007,Lithuania,Adult cattle,Thousand tonnes,55.3
2007,Lithuania,Adult cattle,Thousand head (animals),235.55
2007,Luxembourg,Bovine meat,Thousand tonnes,9.21
2007,Luxembourg,Bovine meat,Thousand head (animals),26.54
2007,Luxembourg,Calve and young cattley,Thousand tonnes,0.49
2007,Luxembourg,Calve and young cattley,Thousand head (animals),2.92
2007,Luxembourg,Calve,Thousand tonnes,0
2007,Luxembourg,Calve,Thousand head (animals),0
2007,Luxembourg,Young cattle,Thousand tonnes,0
2007,Luxembourg,Young cattle,Thousand head (animals),0
2007,Luxembourg,Adult cattle,Thousand tonnes,8.72
2007,Luxembourg,Adult cattle,Thousand head (animals),23.62
2007,Hungary,Bovine meat,Thousand tonnes,34.52
2007,Hungary,Bovine meat,Thousand head (animals),130.19
2007,Hungary,Calve and young cattley,Thousand tonnes,0.16
2007,Hungary,Calve and young cattley,Thousand head (animals),1.99
2007,Hungary,Calve,Thousand tonnes,0
2007,Hungary,Calve,Thousand head (animals),0
2007,Hungary,Young cattle,Thousand tonnes,0
2007,Hungary,Young cattle,Thousand head (animals),0
2007,Hungary,Adult cattle,Thousand tonnes,34.37
2007,Hungary,Adult cattle,Thousand head (animals),128.2
2007,Malta,Bovine meat,Thousand tonnes,1.47
2007,Malta,Bovine meat,Thousand head (animals),6.08
2007,Malta,Calve and young cattley,Thousand tonnes,0
2007,Malta,Calve and young cattley,Thousand head (animals),0.01
2007,Malta,Calve,Thousand tonnes,0
2007,Malta,Calve,Thousand head (animals),0
2007,Malta,Young cattle,Thousand tonnes,0
2007,Malta,Young cattle,Thousand head (animals),0
2007,Malta,Adult cattle,Thousand tonnes,1.47
2007,Malta,Adult cattle,Thousand head (animals),6.07
2007,Netherlands,Bovine meat,Thousand tonnes,385.57
2007,Netherlands,Bovine meat,Thousand head (animals),1905
2007,Netherlands,Calve and young cattley,Thousand tonnes,212.14
2007,Netherlands,Calve and young cattley,Thousand head (animals),1345
2007,Netherlands,Calve,Thousand tonnes,0
2007,Netherlands,Calve,Thousand head (animals),0
2007,Netherlands,Young cattle,Thousand tonnes,0
2007,Netherlands,Young cattle,Thousand head (animals),0
2007,Netherlands,Adult cattle,Thousand tonnes,173.43
2007,Netherlands,Adult cattle,Thousand head (animals),560
2007,Austria,Bovine meat,Thousand tonnes,215.57
2007,Austria,Bovine meat,Thousand head (animals),675.37
2007,Austria,Calve and young cattley,Thousand tonnes,8.72
2007,Austria,Calve and young cattley,Thousand head (animals),86.01
2007,Austria,Calve,Thousand tonnes,0
2007,Austria,Calve,Thousand head (animals),0
2007,Austria,Young cattle,Thousand tonnes,0
2007,Austria,Young cattle,Thousand head (animals),0
2007,Austria,Adult cattle,Thousand tonnes,206.84
2007,Austria,Adult cattle,Thousand head (animals),589.37
2007,Poland,Bovine meat,Thousand tonnes,364.9
2007,Poland,Bovine meat,Thousand head (animals),1537.97
2007,Poland,Calve and young cattley,Thousand tonnes,14.32
2007,Poland,Calve and young cattley,Thousand head (animals),240.52
2007,Poland,Calve,Thousand tonnes,0
2007,Poland,Calve,Thousand head (animals),0
2007,Poland,Young cattle,Thousand tonnes,0
2007,Poland,Young cattle,Thousand head (animals),0
2007,Poland,Adult cattle,Thousand tonnes,350.58
2007,Poland,Adult cattle,Thousand head (animals),1297.45
2007,Portugal,Bovine meat,Thousand tonnes,91.25
2007,Portugal,Bovine meat,Thousand head (animals),374.83
2007,Portugal,Calve and young cattley,Thousand tonnes,12.51
2007,Portugal,Calve and young cattley,Thousand head (animals),91.59
2007,Portugal,Calve,Thousand tonnes,0
2007,Portugal,Calve,Thousand head (animals),0
2007,Portugal,Young cattle,Thousand tonnes,0
2007,Portugal,Young cattle,Thousand head (animals),0
2007,Portugal,Adult cattle,Thousand tonnes,78.74
2007,Portugal,Adult cattle,Thousand head (animals),283.23
2007,Romania,Bovine meat,Thousand tonnes,211.2
2007,Romania,Bovine meat,Thousand head (animals),1206
2007,Romania,Calve and young cattley,Thousand tonnes,112
2007,Romania,Calve and young cattley,Thousand head (animals),638
2007,Romania,Calve,Thousand tonnes,0
2007,Romania,Calve,Thousand head (animals),0
2007,Romania,Young cattle,Thousand tonnes,0
2007,Romania,Young cattle,Thousand head (animals),0
2007,Romania,Adult cattle,Thousand tonnes,99.2
2007,Romania,Adult cattle,Thousand head (animals),568
2007,Slovenia,Bovine meat,Thousand tonnes,36.2
2007,Slovenia,Bovine meat,Thousand head (animals),128.09
2007,Slovenia,Calve and young cattley,Thousand tonnes,2.09
2007,Slovenia,Calve and young cattley,Thousand head (animals),23.48
2007,Slovenia,Calve,Thousand tonnes,0
2007,Slovenia,Calve,Thousand head (animals),0
2007,Slovenia,Young cattle,Thousand tonnes,0
2007,Slovenia,Young cattle,Thousand head (animals),0
2007,Slovenia,Adult cattle,Thousand tonnes,34.11
2007,Slovenia,Adult cattle,Thousand head (animals),104.61
2007,Slovakia,Bovine meat,Thousand tonnes,22.99
2007,Slovakia,Bovine meat,Thousand head (animals),87.45
2007,Slovakia,Calve and young cattley,Thousand tonnes,0.25
2007,Slovakia,Calve and young cattley,Thousand head (animals),3.99
2007,Slovakia,Calve,Thousand tonnes,0
2007,Slovakia,Calve,Thousand head (animals),0
2007,Slovakia,Young cattle,Thousand tonnes,0
2007,Slovakia,Young cattle,Thousand head (animals),0
2007,Slovakia,Adult cattle,Thousand tonnes,22.74
2007,Slovakia,Adult cattle,Thousand head (animals),83.46
2007,Finland,Bovine meat,Thousand tonnes,88.57
2007,Finland,Bovine meat,Thousand head (animals),301.01
2007,Finland,Calve and young cattley,Thousand tonnes,0.84
2007,Finland,Calve and young cattley,Thousand head (animals),8.92
2007,Finland,Calve,Thousand tonnes,0
2007,Finland,Calve,Thousand head (animals),0
2007,Finland,Young cattle,Thousand tonnes,0
2007,Finland,Young cattle,Thousand head (animals),0
2007,Finland,Adult cattle,Thousand tonnes,87.73
2007,Finland,Adult cattle,Thousand head (animals),292.09
2007,Sweden,Bovine meat,Thousand tonnes,133.53
2007,Sweden,Bovine meat,Thousand head (animals),449.71
2007,Sweden,Calve and young cattley,Thousand tonnes,4.33
2007,Sweden,Calve and young cattley,Thousand head (animals),30.13
2007,Sweden,Calve,Thousand tonnes,4.33
2007,Sweden,Calve,Thousand head (animals),30.13
2007,Sweden,Young cattle,Thousand tonnes,11.13
2007,Sweden,Young cattle,Thousand head (animals),40.56
2007,Sweden,Adult cattle,Thousand tonnes,129.21
2007,Sweden,Adult cattle,Thousand head (animals),419.58
2007,United Kingdom,Bovine meat,Thousand tonnes,882.04
2007,United Kingdom,Bovine meat,Thousand head (animals),2661.15
2007,United Kingdom,Calve and young cattley,Thousand tonnes,1.34
2007,United Kingdom,Calve and young cattley,Thousand head (animals),45.71
2007,United Kingdom,Calve,Thousand tonnes,0
2007,United Kingdom,Calve,Thousand head (animals),0
2007,United Kingdom,Young cattle,Thousand tonnes,0
2007,United Kingdom,Young cattle,Thousand head (animals),0
2007,United Kingdom,Adult cattle,Thousand tonnes,880.7
2007,United Kingdom,Adult cattle,Thousand head (animals),2615.45
2007,Iceland,Bovine meat,Thousand tonnes,0
2007,Iceland,Bovine meat,Thousand head (animals),0
2007,Iceland,Calve and young cattley,Thousand tonnes,0
2007,Iceland,Calve and young cattley,Thousand head (animals),0
2007,Iceland,Calve,Thousand tonnes,0
2007,Iceland,Calve,Thousand head (animals),0
2007,Iceland,Young cattle,Thousand tonnes,0
2007,Iceland,Young cattle,Thousand head (animals),0
2007,Iceland,Adult cattle,Thousand tonnes,0
2007,Iceland,Adult cattle,Thousand head (animals),0
2007,Switzerland,Bovine meat,Thousand tonnes,0
2007,Switzerland,Bovine meat,Thousand head (animals),0
2007,Switzerland,Calve and young cattley,Thousand tonnes,0
2007,Switzerland,Calve and young cattley,Thousand head (animals),0
2007,Switzerland,Calve,Thousand tonnes,0
2007,Switzerland,Calve,Thousand head (animals),0
2007,Switzerland,Young cattle,Thousand tonnes,0
2007,Switzerland,Young cattle,Thousand head (animals),0
2007,Switzerland,Adult cattle,Thousand tonnes,0
2007,Switzerland,Adult cattle,Thousand head (animals),0
2007,Montenegro,Bovine meat,Thousand tonnes,0
2007,Montenegro,Bovine meat,Thousand head (animals),0
2007,Montenegro,Calve and young cattley,Thousand tonnes,0
2007,Montenegro,Calve and young cattley,Thousand head (animals),0
2007,Montenegro,Calve,Thousand tonnes,0
2007,Montenegro,Calve,Thousand head (animals),0
2007,Montenegro,Young cattle,Thousand tonnes,0
2007,Montenegro,Young cattle,Thousand head (animals),0
2007,Montenegro,Adult cattle,Thousand tonnes,0
2007,Montenegro,Adult cattle,Thousand head (animals),0
2007,Albania,Bovine meat,Thousand tonnes,0
2007,Albania,Bovine meat,Thousand head (animals),0
2007,Albania,Calve and young cattley,Thousand tonnes,0
2007,Albania,Calve and young cattley,Thousand head (animals),0
2007,Albania,Calve,Thousand tonnes,0
2007,Albania,Calve,Thousand head (animals),0
2007,Albania,Young cattle,Thousand tonnes,0
2007,Albania,Young cattle,Thousand head (animals),0
2007,Albania,Adult cattle,Thousand tonnes,0
2007,Albania,Adult cattle,Thousand head (animals),0
2007,Serbia,Bovine meat,Thousand tonnes,0
2007,Serbia,Bovine meat,Thousand head (animals),0
2007,Serbia,Calve and young cattley,Thousand tonnes,0
2007,Serbia,Calve and young cattley,Thousand head (animals),0
2007,Serbia,Calve,Thousand tonnes,0
2007,Serbia,Calve,Thousand head (animals),0
2007,Serbia,Young cattle,Thousand tonnes,0
2007,Serbia,Young cattle,Thousand head (animals),0
2007,Serbia,Adult cattle,Thousand tonnes,0
2007,Serbia,Adult cattle,Thousand head (animals),0
2007,Turkey,Bovine meat,Thousand tonnes,0
2007,Turkey,Bovine meat,Thousand head (animals),0
2007,Turkey,Calve and young cattley,Thousand tonnes,0
2007,Turkey,Calve and young cattley,Thousand head (animals),0
2007,Turkey,Calve,Thousand tonnes,0
2007,Turkey,Calve,Thousand head (animals),0
2007,Turkey,Young cattle,Thousand tonnes,0
2007,Turkey,Young cattle,Thousand head (animals),0
2007,Turkey,Adult cattle,Thousand tonnes,0
2007,Turkey,Adult cattle,Thousand head (animals),0
2007,Bosnia and Herzegovina,Bovine meat,Thousand tonnes,0
2007,Bosnia and Herzegovina,Bovine meat,Thousand head (animals),0
2007,Bosnia and Herzegovina,Calve and young cattley,Thousand tonnes,0
2007,Bosnia and Herzegovina,Calve and young cattley,Thousand head (animals),0
2007,Bosnia and Herzegovina,Calve,Thousand tonnes,0
2007,Bosnia and Herzegovina,Calve,Thousand head (animals),0
2007,Bosnia and Herzegovina,Young cattle,Thousand tonnes,0
2007,Bosnia and Herzegovina,Young cattle,Thousand head (animals),0
2007,Bosnia and Herzegovina,Adult cattle,Thousand tonnes,0
2007,Bosnia and Herzegovina,Adult cattle,Thousand head (animals),0
2007,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Thousand tonnes,0
2007,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Thousand head (animals),0
2007,Kosovo (under United Nations Security Council Resolution 1244/99),Calve and young cattley,Thousand tonnes,0
2007,Kosovo (under United Nations Security Council Resolution 1244/99),Calve and young cattley,Thousand head (animals),0
2007,Kosovo (under United Nations Security Council Resolution 1244/99),Calve,Thousand tonnes,0
2007,Kosovo (under United Nations Security Council Resolution 1244/99),Calve,Thousand head (animals),0
2007,Kosovo (under United Nations Security Council Resolution 1244/99),Young cattle,Thousand tonnes,0
2007,Kosovo (under United Nations Security Council Resolution 1244/99),Young cattle,Thousand head (animals),0
2007,Kosovo (under United Nations Security Council Resolution 1244/99),Adult cattle,Thousand tonnes,0
2007,Kosovo (under United Nations Security Council Resolution 1244/99),Adult cattle,Thousand head (animals),0
