year,country,crop,area
2008,Denmark,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",0
2008,Denmark,Rice,0
2008,Denmark,Rice Indica,0
2008,Denmark,Rice Japonica,0
2008,Denmark,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),4.4
2008,Denmark,Field peas,4.4
2008,Denmark,Broad and field beans,0
2008,Denmark,Sweet lupins,0
2008,Denmark,Other dry pulses and protein crops n.e.c.,0
2008,Denmark,Root crops,81.8
2008,Denmark,Potatoes (including seed potatoes),40.7
2008,Denmark,Sugar beet (excluding seed),36.4
2008,Denmark,Other root crops n.e.c.,0
2008,Denmark,Industrial crops,172.3
2008,Denmark,Oilseeds,172.1
2008,Denmark,"Rape, turnip rape, sunflower seeds and soya",172.1
2008,Denmark,Rape and turnip rape seeds,172.1
2008,Denmark,Winter rape and turnip rape seeds,171.6
2008,Denmark,Spring rape and turnip rape seeds,0.5
2008,Denmark,Sunflower seed,0
2008,Denmark,Soya,0
2008,Denmark,Linseed (oilflax),0
2008,Denmark,Cotton seed,0
2008,Denmark,Other oilseed crops n.e.c.,0
2008,Denmark,Fibre crops,0
2008,Denmark,Fibre flax,0
2008,Denmark,Hemp,0
2008,Denmark,Cotton fibre,0
2008,Denmark,Other fibre crops n.e.c.,0
2008,Denmark,Tobacco,0
2008,Denmark,Hops,0
2008,Denmark,"Aromatic, medicinal and culinary plants",0
2008,Denmark,Energy crops n.e.c.,0
2008,Denmark,Other industrial crops n.e.c.,0.2
2008,Denmark,Plants harvested green from arable land,638.6
2008,Denmark,Temporary grasses and grazings,307.7
2008,Denmark,Leguminous plants harvested green,311.6
2008,Denmark,Lucerne,3.9
2008,Denmark,Other leguminous plants harvested green n.e.c.,0
2008,Denmark,Clover and mixtures,0
2008,Denmark,Green maize,158.6
2008,Denmark,Other cereals harvested green (excluding green maize),0
2008,Denmark,Other plants harvested green from arable land n.e.c.,168.4
2008,Denmark,Fresh vegetables (including melons) and strawberries,0
2008,Denmark,Fresh vegetables (including melons),0
2008,Denmark,Brassicas,0
2008,Denmark,Cauliflower and broccoli,0
2008,Denmark,Brussels sprouts,0
2008,Denmark,Cabbages,0
2008,Denmark,Other brassicas n.e.c,0
2008,Denmark,Kohlrabi,0
2008,Denmark,Leafy and stalked vegetables (excluding brassicas),0
2008,Denmark,Leeks,0
2008,Denmark,Celery,0
2008,Denmark,Lettuces,0
2008,Denmark,Lettuces - under glass or high accessible cover,0
2008,Denmark,Endives,0
2008,Denmark,Spinach,0
2008,Denmark,Asparagus,0
2008,Denmark,Chicory,0
2008,Denmark,Chicory for fresh consumption,0
2008,Denmark,Chicory for processing,0
2008,Denmark,Artichokes,0
2008,Denmark,Other leafy or stalked vegetables n.e.c.,0
2008,Denmark,Vegetables cultivated for fruit (including melons),0
2008,Denmark,Tomatoes,0
2008,Denmark,Tomatoes for fresh consumption,0
2008,Denmark,Tomatoes for processing,0
2008,Denmark,Tomatoes - under glass or high accessible cover,0
2008,Denmark,Cucumbers,0
2008,Denmark,Cucumbers - under glass or high accessible cover,0
2008,Denmark,Gherkins,0
2008,Denmark,Eggplants,0
2008,Denmark,Courgettes and marrows,0
2008,Denmark,Gourds and pumpkins,0
2008,Denmark,Muskmelons,0
2008,Denmark,Watermelons,0
2008,Denmark,Peppers (capsicum),0
2008,Denmark,Peppers (capsicum) - under glass or high accessible cover,0
2008,Denmark,Other vegetables cultivated for fruit n.e.c.,0
2008,Denmark,"Root, tuber and bulb vegetables",0
2008,Denmark,Carrots,0
2008,Denmark,Onions,0
2008,Denmark,Shallots,0
2008,Denmark,Beetroot,0
2008,Denmark,Celeriac,0
2008,Denmark,Radishes,0
2008,Denmark,Garlic,0
2008,Denmark,"Other root, tuber and bulb vegetables n.e.c.",0
2008,Denmark,Fresh pulses,0
2008,Denmark,Fresh peas,0
2008,Denmark,Fresh beans,0
2008,Denmark,Other fresh pulses n.e.c.,0
2008,Denmark,Other fresh vegetables n.e.c.,0
2008,Denmark,Strawberries,0
2008,Denmark,Strawberries - under glass or high accesible cover,0
2008,Denmark,Flowers and ornamental plants (excluding nurseries),0
2008,Denmark,Seeds and seedlings,0
2008,Denmark,Other arable land crops n.e.c.,0
2008,Denmark,Fallow land,0
2008,Denmark,Permanent grassland,0
2008,Denmark,Permanent crops,0
2008,Denmark,Permanent crops for human consumption including those from kitchen gardens,0
2008,Denmark,Permanent crops for human consumption,0
2008,Denmark,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",0
2008,Denmark,Pome fruits,0
2008,Denmark,Apples,0
2008,Denmark,Apples for fresh consumption,0
2008,Denmark,Apples for processing,0
2008,Denmark,Pears,0
2008,Denmark,Pears for fresh consumption,0
2008,Denmark,Pears for processing,0
2008,Denmark,Other pome fruits n.e.c.,0
2008,Denmark,Stone fruits,0
2008,Denmark,Peaches and nectarines,0
2008,Denmark,Peaches,0
2008,Denmark,Nectarines,0
2008,Denmark,Peaches and nectarines for processing,0
2008,Denmark,Apricots,0
2008,Denmark,Cherries,0
2008,Denmark,Sour cherries,0
2008,Denmark,Sweet cherries,0
2008,Denmark,Plums,0
2008,Denmark,Other stone fruits n.e.c,0
2008,Denmark,Fruits from subtropical and tropical climate zones,0
2008,Denmark,Figs,0
2008,Denmark,Kiwis,0
2008,Denmark,Avocados,0
2008,Denmark,Bananas,0
2008,Denmark,Other fruits from subtropical and tropical climate zones n.e.c.,0
2008,Denmark,Berries (excluding strawberries),0
2008,Denmark,Currants,0
2008,Denmark,Blackcurrants,0
2008,Denmark,Redcurrants,0
2008,Denmark,Raspberries,0
2008,Denmark,Blueberries,0
2008,Denmark,Other berries n.e.c.,0
2008,Denmark,Gooseberries,0
2008,Denmark,Nuts,0
2008,Denmark,Walnuts,0
2008,Denmark,Hazelnuts,0
2008,Denmark,Almonds,0
2008,Denmark,Chestnuts,0
2008,Denmark,Other nuts n.e.c.,0
2008,Denmark,Citrus fruits,0
2008,Denmark,Oranges,0
2008,Denmark,Navel oranges,0
2008,Denmark,White oranges (blancas),0
2008,Denmark,Blood oranges (sanguines),0
2008,Denmark,Others oranges n.e.c,0
2008,Denmark,Small citrus fruits,0
2008,Denmark,Satsumas,0
2008,Denmark,Clementines,0
2008,Denmark,Other small citrus fruits (including hybrids) n.e.c.,0
2008,Denmark,Lemons and acid limes,0
2008,Denmark,Yellow lemons,0
2008,Denmark,Acid limes,0
2008,Denmark,Pomelos and grapefruit,0
2008,Denmark,Other citrus fruits n.e.c.,0
2008,Denmark,Grapes,0
2008,Denmark,Grapes for wines,0
2008,Denmark,Grapes for wines with protected designation of origin (PDO),0
2008,Denmark,Grapes for wines with protected geographical indication (PGI),0
2008,Denmark,Grapes for other wines n.e.c. (without PDO/PGI),0
2008,Denmark,Grapes for table use,0
2008,Denmark,Grapes for raisins,0
2008,Denmark,Grapes for other purposes n.e.c.,0
2008,Denmark,Olives,0
2008,Denmark,Olives for table use,0
2008,Denmark,Olives for oil,0
2008,Denmark,Other permanent crops for human consumption n.e.c.,0
2008,Denmark,Nurseries,0
2008,Denmark,Other permanent crops,0
2008,Denmark,Kitchen gardens,0
2008,Denmark,Cultivated mushrooms,0
2008,Denmark,Champignons,0
2008,Denmark,Other cultivated mushrooms n.e.c.,0
2008,Germany,Utilised Agricultural Area,0
2008,Germany,Arable land,0
2008,Germany,Cereals for the production of grain (including seed),7038.5
2008,Germany,Cereals (excluding rice) for the production of grain (including seed),7038.5
2008,Germany,Wheat and spelt,3213.5
2008,Germany,Common wheat and spelt,3207
2008,Germany,Common winter wheat and spelt,3163.9
2008,Germany,Common spring wheat and spelt,43.1
2008,Germany,Durum wheat,6.5
2008,Germany,Rye and winter cereal mixtures (maslin),746.7
2008,Germany,Rye,736.9
2008,Germany,Winter cereal mixtures (maslin),9.7
2008,Germany,Barley,1961.7
2008,Germany,Winter barley,1418.2
2008,Germany,Spring barley,543.5
2008,Germany,Oats and spring cereal mixtures (mixed grain other than maslin),197.3
2008,Germany,Oats,179.5
2008,Germany,Spring cereal mixtures (mixed grain other than maslin),17.8
2008,Germany,Grain maize and corn-cob-mix,520.5
2008,Germany,Triticale,398.8
2008,Germany,Sorghum,0
2008,Germany,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",0
2008,Germany,Rice,0
2008,Germany,Rice Indica,0
2008,Germany,Rice Japonica,0
2008,Germany,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),84.4
2008,Germany,Field peas,48
2008,Germany,Broad and field beans,11.1
2008,Germany,Sweet lupins,19.9
2008,Germany,Other dry pulses and protein crops n.e.c.,0
2008,Germany,Root crops,636.4
2008,Germany,Potatoes (including seed potatoes),259.8
2008,Germany,Sugar beet (excluding seed),369.3
2008,Germany,Other root crops n.e.c.,0
2008,Germany,Industrial crops,1445.8
2008,Germany,Oilseeds,1404.7
2008,Germany,"Rape, turnip rape, sunflower seeds and soya",1395.6
2008,Germany,Rape and turnip rape seeds,1370.7
2008,Germany,Winter rape and turnip rape seeds,1363.4
2008,Germany,Spring rape and turnip rape seeds,7.3
2008,Germany,Sunflower seed,24.9
2008,Germany,Soya,0
2008,Germany,Linseed (oilflax),4.2
2008,Germany,Cotton seed,0
2008,Germany,Other oilseed crops n.e.c.,4.9
2008,Germany,Fibre crops,0
2008,Germany,Fibre flax,0
2008,Germany,Hemp,0
2008,Germany,Cotton fibre,0
2008,Germany,Other fibre crops n.e.c.,0
2008,Germany,Tobacco,3.3
2008,Germany,Hops,19.2
2008,Germany,"Aromatic, medicinal and culinary plants",5.7
2008,Germany,Energy crops n.e.c.,0
2008,Germany,Other industrial crops n.e.c.,13
2008,Germany,Plants harvested green from arable land,2261.2
2008,Germany,Temporary grasses and grazings,392.5
2008,Germany,Leguminous plants harvested green,0
2008,Germany,Lucerne,38.8
2008,Germany,Other leguminous plants harvested green n.e.c.,205.6
2008,Germany,Clover and mixtures,205.6
2008,Germany,Green maize,1566.6
2008,Germany,Other cereals harvested green (excluding green maize),0
2008,Germany,Other plants harvested green from arable land n.e.c.,0
2008,Germany,Fresh vegetables (including melons) and strawberries,127.45
2008,Germany,Fresh vegetables (including melons),114.41
2008,Germany,Brassicas,22.61
2008,Germany,Cauliflower and broccoli,7.03
2008,Germany,Brussels sprouts,0.77
2008,Germany,Cabbages,6.77
2008,Germany,Other brassicas n.e.c,8.04
2008,Germany,Kohlrabi,2.35
2008,Germany,Leafy and stalked vegetables (excluding brassicas),40.79
2008,Germany,Leeks,2.68
2008,Germany,Celery,0.19
2008,Germany,Lettuces,7.15
2008,Germany,Lettuces - under glass or high accessible cover,0
2008,Germany,Endives,0.52
2008,Germany,Spinach,3.53
2008,Germany,Asparagus,18.44
2008,Germany,Chicory,0.29
2008,Germany,Chicory for fresh consumption,0.29
2008,Germany,Chicory for processing,0
2008,Germany,Artichokes,0
2008,Germany,Other leafy or stalked vegetables n.e.c.,7.98
2008,Germany,Vegetables cultivated for fruit (including melons),7.96
2008,Germany,Tomatoes,0.31
2008,Germany,Tomatoes for fresh consumption,0
2008,Germany,Tomatoes for processing,0
2008,Germany,Tomatoes - under glass or high accessible cover,0
2008,Germany,Cucumbers,0.61
2008,Germany,Cucumbers - under glass or high accessible cover,0
2008,Germany,Gherkins,2.47
2008,Germany,Eggplants,0
2008,Germany,Courgettes and marrows,1.03
2008,Germany,Gourds and pumpkins,1.64
2008,Germany,Muskmelons,0
2008,Germany,Watermelons,0
2008,Germany,Peppers (capsicum),0.04
2008,Germany,Peppers (capsicum) - under glass or high accessible cover,0
2008,Germany,Other vegetables cultivated for fruit n.e.c.,1.85
2008,Germany,"Root, tuber and bulb vegetables",28.58
2008,Germany,Carrots,10.23
2008,Germany,Onions,8.94
2008,Germany,Shallots,0
2008,Germany,Beetroot,1.56
2008,Germany,Celeriac,1.54
2008,Germany,Radishes,3.34
2008,Germany,Garlic,0
2008,Germany,"Other root, tuber and bulb vegetables n.e.c.",2.97
2008,Germany,Fresh pulses,10.59
2008,Germany,Fresh peas,5.27
2008,Germany,Fresh beans,4.78
2008,Germany,Other fresh pulses n.e.c.,0.55
2008,Germany,Other fresh vegetables n.e.c.,3.9
2008,Germany,Strawberries,13.03
2008,Germany,Strawberries - under glass or high accesible cover,0
2008,Germany,Flowers and ornamental plants (excluding nurseries),0
2008,Germany,Seeds and seedlings,0
2008,Germany,Other arable land crops n.e.c.,0
2008,Germany,Fallow land,0
2008,Germany,Permanent grassland,0
2008,Germany,Permanent crops,0
2008,Germany,Permanent crops for human consumption including those from kitchen gardens,0
2008,Germany,Permanent crops for human consumption,0
2008,Germany,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)",47.84
2008,Germany,Pome fruits,0
2008,Germany,Apples,31.8
2008,Germany,Apples for fresh consumption,27.89
2008,Germany,Apples for processing,0
2008,Germany,Pears,2.09
2008,Germany,Pears for fresh consumption,1.58
2008,Germany,Pears for processing,0
2008,Germany,Other pome fruits n.e.c.,0
2008,Germany,Stone fruits,13.95
2008,Germany,Peaches and nectarines,0
2008,Germany,Peaches,0
2008,Germany,Nectarines,0
2008,Germany,Peaches and nectarines for processing,0
2008,Germany,Apricots,0
2008,Germany,Cherries,8.85
2008,Germany,Sour cherries,0
2008,Germany,Sweet cherries,0
2008,Germany,Plums,5.1
2008,Germany,Other stone fruits n.e.c,0
2008,Germany,Fruits from subtropical and tropical climate zones,0
2008,Germany,Figs,0
2008,Germany,Kiwis,0
2008,Germany,Avocados,0
2008,Germany,Bananas,0
2008,Germany,Other fruits from subtropical and tropical climate zones n.e.c.,0
2008,Germany,Berries (excluding strawberries),0
2008,Germany,Currants,2.03
2008,Germany,Blackcurrants,0
2008,Germany,Redcurrants,0
2008,Germany,Raspberries,1.12
2008,Germany,Blueberries,0
2008,Germany,Other berries n.e.c.,2.5
2008,Germany,Gooseberries,0.2
2008,Germany,Nuts,0
2008,Germany,Walnuts,0
2008,Germany,Hazelnuts,0
2008,Germany,Almonds,0
2008,Germany,Chestnuts,0
2008,Germany,Other nuts n.e.c.,0
2008,Germany,Citrus fruits,0
2008,Germany,Oranges,0
2008,Germany,Navel oranges,0
2008,Germany,White oranges (blancas),0
2008,Germany,Blood oranges (sanguines),0
2008,Germany,Others oranges n.e.c,0
2008,Germany,Small citrus fruits,0
2008,Germany,Satsumas,0
2008,Germany,Clementines,0
2008,Germany,Other small citrus fruits (including hybrids) n.e.c.,0
2008,Germany,Lemons and acid limes,0
2008,Germany,Yellow lemons,0
2008,Germany,Acid limes,0
2008,Germany,Pomelos and grapefruit,0
2008,Germany,Other citrus fruits n.e.c.,0
2008,Germany,Grapes,99.74
2008,Germany,Grapes for wines,99.74
2008,Germany,Grapes for wines with protected designation of origin (PDO),0
2008,Germany,Grapes for wines with protected geographical indication (PGI),0
2008,Germany,Grapes for other wines n.e.c. (without PDO/PGI),0
2008,Germany,Grapes for table use,0
2008,Germany,Grapes for raisins,0
2008,Germany,Grapes for other purposes n.e.c.,0
2008,Germany,Olives,0
2008,Germany,Olives for table use,0
2008,Germany,Olives for oil,0
2008,Germany,Other permanent crops for human consumption n.e.c.,0
2008,Germany,Nurseries,0
2008,Germany,Other permanent crops,0
2008,Germany,Kitchen gardens,0
2008,Germany,Cultivated mushrooms,0
2008,Germany,Champignons,0
2008,Germany,Other cultivated mushrooms n.e.c.,0
2008,Estonia,Utilised Agricultural Area,0
2008,Estonia,Arable land,0
2008,Estonia,Cereals for the production of grain (including seed),309.1
2008,Estonia,Cereals (excluding rice) for the production of grain (including seed),309.1
2008,Estonia,Wheat and spelt,107.6
2008,Estonia,Common wheat and spelt,107.6
2008,Estonia,Common winter wheat and spelt,42.8
2008,Estonia,Common spring wheat and spelt,64.8
2008,Estonia,Durum wheat,0
2008,Estonia,Rye and winter cereal mixtures (maslin),21.4
2008,Estonia,Rye,21.4
2008,Estonia,Winter cereal mixtures (maslin),0
2008,Estonia,Barley,136.3
2008,Estonia,Winter barley,0.8
2008,Estonia,Spring barley,135.5
2008,Estonia,Oats and spring cereal mixtures (mixed grain other than maslin),37.5
2008,Estonia,Oats,34.2
2008,Estonia,Spring cereal mixtures (mixed grain other than maslin),3.3
2008,Estonia,Grain maize and corn-cob-mix,0
2008,Estonia,Triticale,5.9
2008,Estonia,Sorghum,0
2008,Estonia,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)",0.4
2008,Estonia,Rice,0
2008,Estonia,Rice Indica,0
2008,Estonia,Rice Japonica,0
2008,Estonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),4.8
2008,Estonia,Field peas,4.7
2008,Estonia,Broad and field beans,0.1
2008,Estonia,Sweet lupins,0
2008,Estonia,Other dry pulses and protein crops n.e.c.,0
2008,Estonia,Root crops,5.3
2008,Estonia,Potatoes (including seed potatoes),5.2
2008,Estonia,Sugar beet (excluding seed),0
2008,Estonia,Other root crops n.e.c.,0
2008,Estonia,Industrial crops,78.5
2008,Estonia,Oilseeds,77.9
2008,Estonia,"Rape, turnip rape, sunflower seeds and soya",77.7
2008,Estonia,Rape and turnip rape seeds,77.7
2008,Estonia,Winter rape and turnip rape seeds,7.3
2008,Estonia,Spring rape and turnip rape seeds,70.4
2008,Estonia,Sunflower seed,0
2008,Estonia,Soya,0
2008,Estonia,Linseed (oilflax),0.2
2008,Estonia,Cotton seed,0
2008,Estonia,Other oilseed crops n.e.c.,0
2008,Estonia,Fibre crops,0
2008,Estonia,Fibre flax,0
2008,Estonia,Hemp,0
2008,Estonia,Cotton fibre,0
2008,Estonia,Other fibre crops n.e.c.,0
2008,Estonia,Tobacco,0
2008,Estonia,Hops,0
2008,Estonia,"Aromatic, medicinal and culinary plants",0.1
2008,Estonia,Energy crops n.e.c.,0
2008,Estonia,Other industrial crops n.e.c.,0.5
2008,Estonia,Plants harvested green from arable land,168.8
2008,Estonia,Temporary grasses and grazings,82.1
2008,Estonia,Leguminous plants harvested green,81
2008,Estonia,Lucerne,13.1
2008,Estonia,Other leguminous plants harvested green n.e.c.,68
2008,Estonia,Clover and mixtures,46.8
2008,Estonia,Green maize,1.8
2008,Estonia,Other cereals harvested green (excluding green maize),3.7
2008,Estonia,Other plants harvested green from arable land n.e.c.,0.2
2008,Estonia,Fresh vegetables (including melons) and strawberries,1.5
2008,Estonia,Fresh vegetables (including melons),1.2
2008,Estonia,Brassicas,0.4
2008,Estonia,Cauliflower and broccoli,0
2008,Estonia,Brussels sprouts,0
2008,Estonia,Cabbages,0.4
2008,Estonia,Other brassicas n.e.c,0
2008,Estonia,Kohlrabi,0
2008,Estonia,Leafy and stalked vegetables (excluding brassicas),0
2008,Estonia,Leeks,0
2008,Estonia,Celery,0
2008,Estonia,Lettuces,0
2008,Estonia,Lettuces - under glass or high accessible cover,0
2008,Estonia,Endives,0
2008,Estonia,Spinach,0
2008,Estonia,Asparagus,0
2008,Estonia,Chicory,0
2008,Estonia,Chicory for fresh consumption,0
2008,Estonia,Chicory for processing,0
2008,Estonia,Artichokes,0
2008,Estonia,Other leafy or stalked vegetables n.e.c.,0
2008,Estonia,Vegetables cultivated for fruit (including melons),0.2
2008,Estonia,Tomatoes,0
2008,Estonia,Tomatoes for fresh consumption,0
2008,Estonia,Tomatoes for processing,0
2008,Estonia,Tomatoes - under glass or high accessible cover,0
2008,Estonia,Cucumbers,0.1
2008,Estonia,Cucumbers - under glass or high accessible cover,0
2008,Estonia,Gherkins,0
2008,Estonia,Eggplants,0
2008,Estonia,Courgettes and marrows,0
2008,Estonia,Gourds and pumpkins,0
2008,Estonia,Muskmelons,0
2008,Estonia,Watermelons,0
2008,Estonia,Peppers (capsicum),0
2008,Estonia,Peppers (capsicum) - under glass or high accessible cover,0
2008,Estonia,Other vegetables cultivated for fruit n.e.c.,0
2008,Estonia,"Root, tuber and bulb vegetables",0.6
2008,Estonia,Carrots,0.4
2008,Estonia,Onions,0
2008,Estonia,Shallots,0
2008,Estonia,Beetroot,0.2
2008,Estonia,Celeriac,0
2008,Estonia,Radishes,0
2008,Estonia,Garlic,0
2008,Estonia,"Other root, tuber and bulb vegetables n.e.c.",0
